id,classificacao_da_ocorrencia,dt_da_ocorrencia,municipio,uf,regiao,fabricante,modelo
5803,Incidente,2014-04-19,SÃO PAULO,SP,Sudeste,NEIVA,EMB-712
5760,Acidente,2014-04-04,CORGUINHO,MS,Centro-Oeste,CESSNA AIRCRAFT,182T
5759,Incidente,2014-04-05,UBERLÂNDIA,MG,Sudeste,BEECH AIRCRAFT,G36
5802,Acidente,2014-04-12,EDÉIA,GO,Centro-Oeste,EURIPIDES MOURA FERREIRA FILHO,FOX NEWSTAR V7
5758,Acidente,2014-04-07,ARAPONGAS,PR,Sul,BEECH AIRCRAFT,95-B55
5757,Ocorrência Anormal,2014-03-27,BELO HORIZONTE,MG,Sudeste,EMBRAER,EMB-820C NAVAJO
5753,Acidente,2014-03-29,BRAGANÇA PAULISTA,SP,Sudeste,CESSNA AIRCRAFT,182Q
5758,Acidente,2014-04-07,ARAPONGAS,PR,Sul,BEECH AIRCRAFT,95-B55
5756,Incidente,2014-03-30,CAMPO GRANDE,MS,Centro-Oeste,FOKKER,F28MK0100
5755,Ocorrência Anormal,2014-03-21,ALTAMIRA,PA,Norte,TWIN COMMANDER,690B
5752,Ocorrência Anormal,2014-03-28,CAMPINAS,SP,Sudeste,EMBRAER,ERJ 190-100 LR
5754,Acidente,2014-03-28,BRASÍLIA,DF,Centro-Oeste,FOKKER,F28MK0100
5751,Acidente,2014-03-26,POTIRENDABA,SP,Sudeste,NEIVA,EMB-201A
5750,Acidente,2014-03-26,DOM PEDRITO,RS,Sul,NEIVA,EMB-201A
5749,Ocorrência Anormal,2014-03-30,RIO DE JANEIRO,RJ,Sudeste,EMBRAER,ERJ 190-100 IGW
5746,Acidente,2014-03-28,SANTA RITA DO ARAGUAIA,GO,Centro-Oeste,EMBRAER,EMB-810C
5745,Ocorrência Anormal,2014-01-10,VITÓRIA,ES,Sudeste,SIKORSKY AIRCRAFT,S-76C
5744,Incidente,2014-01-14,VITÓRIA,ES,Sudeste,SIKORSKY AIRCRAFT,S-76C
5742,Incidente,2014-03-21,BELO HORIZONTE,MG,Sudeste,MITSUBISHI,MU-2B-60
5801,Incidente,2014-04-10,BELO HORIZONTE,MG,Sudeste,PIPER AIRCRAFT,PA-34-220T
5743,Ocorrência Anormal,2014-03-02,JOINVILLE,SC,Sul,PZL-SWIDNIK,PZL-SW4
5741,Acidente,2014-03-23,RIBEIRÃO PRETO,SP,Sudeste,ROBINSON HELICOPTER,R22 BETA
5796,Incidente,2014-04-15,BELÉM,PA,Norte,NEIVA,EMB-720C
5792,Ocorrência Anormal,2014-03-30,MANAUS,AM,Norte,AEROSPATIALE AND ALENIA,ATR-72-202
5791,Incidente,2014-04-22,CONFINS,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5739,Incidente,2014-03-05,MACAÉ,RJ,Sudeste,SIKORSKY AIRCRAFT,S-76C
5800,Acidente,2014-04-09,PATOS DE MINAS,MG,Sudeste,EMBRAER,EMB-202
5799,Incidente,2014-04-08,BELO HORIZONTE,MG,Sudeste,NEIVA,EMB-711C
5798,Incidente,2014-04-07,CABO FRIO,RJ,Sudeste,SIKORSKY AIRCRAFT,S-92A
5797,Ocorrência Anormal,2014-04-06,CAMPINAS,SP,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5795,Ocorrência de Solo,2014-04-24,SANTARÉM,PA,Norte,CESSNA AIRCRAFT,210L
5794,Incidente Grave,2014-04-16,RIO DE JANEIRO,RJ,Sudeste,MARCELO QUEIROZ DUARTE,RV-10
5793,Incidente Grave,2014-04-20,CAICÓ,RN,Nordeste,CESSNA AIRCRAFT,210N
5793,Incidente Grave,2014-04-20,CAICÓ,RN,Nordeste,CESSNA AIRCRAFT,210N
5790,Acidente,2014-04-22,SÃO DESIDÉRIO,BA,Nordeste,AIR TRACTOR,AT-502B
5789,Ocorrência Anormal,2014-04-23,UBERLÂNDIA,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5788,Ocorrência Anormal,2014-04-23,RIO DE JANEIRO,RJ,Sudeste,EUROCOPTER FRANCE,AS 350 B2
5787,Incidente,2014-04-26,FORTALEZA,CE,Nordeste,BOEING COMPANY,737-8EH
5786,Ocorrência Anormal,2014-04-17,SALVADOR,BA,Nordeste,BOEING COMPANY,767-316F
5785,Incidente,2014-04-17,CURITIBA,PR,Sul,BOEING COMPANY,727-243
5784,Acidente,2014-04-15,RIO GRANDE,RS,Sul,CIA AERONAUTICA PAULISTA,CAP-4
5780,Acidente,2014-04-16,IRANDUBA,AM,Norte,PIPER AIRCRAFT,PA-34-200
5783,Incidente,2014-04-10,SALVADOR,BA,Nordeste,CESSNA AIRCRAFT,310Q
5782,Incidente Grave,2014-04-09,GUARULHOS,SP,Sudeste,FOKKER,F28MK0100
5779,Incidente,2014-04-14,VÁRZEA GRANDE,MT,Centro-Oeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5778,Acidente,2014-12-30,ARROIO GRANDE,RS,Sul,NEIVA,EMB-202A
5781,Incidente,2014-04-19,GUARULHOS,SP,Sudeste,BOEING COMPANY,737-8EH
5777,Incidente,2014-04-11,RIO DE JANEIRO,RJ,Sudeste,AIRBUS S.A.S.,A318-122
5776,Ocorrência Anormal,2014-04-10,CAMPINAS,SP,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5775,Incidente,2014-04-09,CONFINS,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5774,Incidente Grave,2014-04-09,MIRANORTE,TO,Norte,BEECH AIRCRAFT,200
5773,Incidente,2014-04-09,FOZ DO IGUAÇU,PR,Sul,AEROSPATIALE AND ALENIA,ATR-72-212A
5772,Acidente,2014-04-09,AMERICANA,SP,Sudeste,,SUPERPULSAR 100
5771,Acidente,2014-04-06,ARIPUAÑA,MT,Centro-Oeste,NEIVA,EMB-720D
5770,Acidente,2014-04-06,CAMPO BONITO,PR,Sul,NEIVA,EMB-201A
5769,Incidente,2014-03-28,FORTALEZA,CE,Nordeste,,
5768,Incidente Grave,2014-03-06,RIO BRANCO,AC,Norte,EMBRAER,EMB-810C
5767,Acidente,2014-02-24,COTRIGUAÇU,MT,Centro-Oeste,CESSNA AIRCRAFT,210L
5766,Acidente,2014-03-18,JACAREACANGA,PA,Norte,BEECH AIRCRAFT,58
5765,Ocorrência Anormal,2014-03-31,LONDRINA,PR,Sul,NEIVA,EMB-711ST
5761,Incidente,2014-04-04,GUARULHOS,SP,Sudeste,BOEING COMPANY,727-214F
5764,Ocorrência Anormal,2014-04-03,PORTO ALEGRE,RS,Sul,DIAMOND AIRCRAFT,DA20-C1
5763,Incidente,2014-04-07,PORTO VELHO,RO,Norte,AEROSPATIALE AND ALENIA,ATR-72-212A
5762,Incidente,2014-04-03,CURITIBA,PR,Sul,ECLIPSE AEROSPACE,EA500
5936,Incidente,2014-06-29,MANAQUIRI,AM,Norte,EMBRAER,ERJ 190-200 LR
5938,Incidente,2014-07-01,RIO BRANCO,AC,Norte,EMBRAER,EMB-810D
5937,Acidente,2014-06-30,CARAZINHO,RS,Sul,NEIVA,EMB-711C
5935,Acidente,2014-06-27,FORTALEZA,CE,Nordeste,ORION IND AER LTDA,ORION CLIPPER
5932,Incidente,2014-05-04,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,FLYER IND AERONAUTICA LTDA,RV-10
5931,Ocorrência de Solo,2014-05-14,MARABÁ,PA,Norte,ROBINSON HELICOPTER,R44 II
5934,Incidente,2014-06-24,PARINTINS,AM,Norte,AEROSPATIALE AND ALENIA,ATR-72-212A
5933,Incidente,2014-06-24,GOIÂNIA,GO,Centro-Oeste,NEIVA,EMB-810D
5930,Incidente,2014-06-27,RIO DE JANEIRO,RJ,Sudeste,EMBRAER,EMB-810D
5929,Ocorrência Anormal,2014-06-24,PORTO ALEGRE,RS,Sul,AEROSPATIALE AND ALENIA,ATR-72-212A
5928,Incidente,2014-06-21,DOURADOS,MS,Centro-Oeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5927,Incidente Grave,2014-06-19,MANAUS,AM,Norte,NEIVA,EMB-810D
5926,Ocorrência Anormal,2014-06-18,BELO HORIZONTE,MG,Sudeste,CESSNA AIRCRAFT,310R
5925,Incidente,2014-08-24,NAZARÉ PAULISTA,SP,Sudeste,HELIBRAS,AS 350 B2
5921,Incidente,2014-06-01,GUARULHOS,SP,Sudeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5920,Incidente,2014-06-08,BELÉM,PA,Norte,,
5917,Ocorrência Anormal,2014-06-16,MARINGÁ,PR,Sul,EMBRAER,ERJ 190-100 IGW
5923,Incidente,2014-06-15,NOVA GRANADA,SP,Sudeste,EUROCOPTER FRANCE,AS 350 BA
5922,Acidente,2014-06-13,ARUANÃ,GO,Centro-Oeste,CESSNA AIRCRAFT,525
5899,Incidente,2014-06-08,BRASÍLIA,DF,Centro-Oeste,BOEING COMPANY,737-8EH
5891,Incidente,2014-06-11,ITÁPOLIS,SP,Sudeste,NEIVA,EMB-712
5922,Acidente,2014-06-13,ARUANÃ,GO,Centro-Oeste,CESSNA AIRCRAFT,525
5919,Ocorrência Anormal,2014-06-05,SÃO PAULO,SP,Sudeste,CESSNA AIRCRAFT,152
5918,Incidente Grave,2014-06-08,SANTO ANTÔNIO DO LEVERGER,MT,Centro-Oeste,CESSNA AIRCRAFT,310Q
5890,Incidente,2014-06-11,BELÉM,PA,Norte,AEROSPATIALE AND ALENIA,ATR-72-212A
5916,Incidente,2014-06-14,RIO DE JANEIRO,RJ,Sudeste,BOEING COMPANY,727-264
5915,Incidente,2014-06-15,BELÉM,PA,Norte,AEROSPATIALE AND ALENIA,ATR-72-212A
5914,Ocorrência Anormal,2014-06-16,RECIFE,PE,Nordeste,PIPER AIRCRAFT,PA-34-200T
5924,Acidente,2014-06-17,OUROESTE,SP,Sudeste,PIPER AIRCRAFT,PA-36-375
5910,Ocorrência Anormal,2014-06-18,MANAUS,AM,Norte,AEROSPATIALE AND ALENIA,ATR-72-202
5913,Incidente,2014-06-18,MANAUS,AM,Norte,EMBRAER,ERJ 190-200 IGW
5909,Incidente,2014-06-18,PETROLINA,PE,Nordeste,FOKKER,F28MK0100
5908,Incidente,2014-05-31,BELÉM,PA,Norte,AIRBUS S.A.S.,A320-232
5907,Incidente,2014-05-29,RIO DE JANEIRO,RJ,Sudeste,BEECH AIRCRAFT,C90
5906,Incidente,2014-05-31,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,AERO BOERO,AB-115
5904,Incidente,2014-06-03,COARI,AM,Norte,MIL HELICOPTER,MI-171A1
5905,Acidente,2014-05-31,SCHROEDER,SC,Sul,REMOS,REMOS G3-600
5903,Ocorrência Anormal,2014-06-01,LONDRINA,PR,Sul,EUROCOPTER DEUTSCHLAND,EC 135T2+
5902,Ocorrência Anormal,2014-06-04,BELÉM,PA,Norte,AIRBUS S.A.S.,A320-232
5901,Incidente,2014-06-06,BELO HORIZONTE,MG,Sudeste,EMBRAER,EMB-820C NAVAJO
5900,Acidente,2014-06-07,NOVA ANDRADINA,MS,Centro-Oeste,NEIVA,EMB-202
5898,Acidente,2014-06-07,MAIRIPORÃ,SP,Sudeste,PIPER AIRCRAFT,PA-28-140
5897,Ocorrência de Solo,2014-12-26,BRAGANÇA PAULISTA,SP,Sudeste,CESSNA AIRCRAFT,550
5912,Ocorrência Anormal,2014-06-18,SÃO PAULO,SP,Sudeste,PIPER AIRCRAFT,PA-28-140
5911,Incidente,2014-05-21,MANAUS,AM,Norte,ASTRO TOYS COM. DE BRINQ. LTDA,RV7A
5894,Incidente,2014-06-10,BELÉM,PA,Norte,AEROSPATIALE AND ALENIA,ATR-72-212A
5893,Incidente,2014-06-08,MARINGÁ,PR,Sul,AEROSPATIALE AND ALENIA,ATR-72-212A
5896,Incidente Grave,2014-06-06,JUNDIAÍ,SP,Sudeste,TWIN COMMANDER,695A
5896,Incidente Grave,2014-06-06,JUNDIAÍ,SP,Sudeste,TWIN COMMANDER,695A
5895,Incidente,2014-06-08,TABATINGA,AM,Norte,PIPER AIRCRAFT,PA-31
5892,Acidente,2014-06-11,BRAGANÇA PAULISTA,SP,Sudeste,EMBRAER,EMB-810C
5889,Incidente,2014-06-01,RECIFE,PE,Nordeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5888,Incidente,2014-06-03,TEFÉ,AM,Norte,AEROSPATIALE AND ALENIA,ATR-42-500
5887,Acidente,2014-06-07,ITAITUBA,PA,Norte,PIPER AIRCRAFT,PA-28-235
5875,Ocorrência Anormal,2014-05-21,BELO HORIZONTE,MG,Sudeste,AEROBRAVO LTDA,PATRIOT
5874,Ocorrência Anormal,2014-12-02,SÃO PAULO,SP,Sudeste,CESSNA AIRCRAFT,560
5886,Acidente,2014-05-31,CUARI,AM,Norte,AEROSPATIALE AND ALENIA,ATR-42-500
5885,Ocorrência Anormal,2014-05-29,BELO HORIZONTE,MG,Sudeste,EMBRAER,EMB-820C NAVAJO
5884,Incidente,2014-05-29,SÃO JOSE DOS CAMPOS,SP,Sudeste,AERO BOERO,AB-180
5882,Ocorrência Anormal,2014-05-28,LONDRINA,PR,Sul,NEIVA,EMB-712
5881,Incidente Grave,2014-05-28,CAMPINAS,SP,Sudeste,LANCAIR INTERNATIONAL CO.,LANCAIR 320 FB
5879,Ocorrência Anormal,2014-05-27,BELO HORIZONTE,MG,Sudeste,CESSNA AIRCRAFT,525
5883,Incidente,2014-12-23,PORTO ALEGRE,RS,Sul,NEIVA,EMB-810D
5880,Incidente,2014-05-27,ANAPÓLIS,GO,Centro-Oeste,AIRBUS S.A.S.,A320-214
5878,Ocorrência Anormal,2014-05-27,CUIABÁ,MT,Centro-Oeste,EMBRAER,ERJ 170-200 LR
5877,Ocorrência Anormal,2014-05-25,BELO HORIZONTE,MG,Sudeste,RAYTHEON AIRCRAFT,C90GT
5876,Ocorrência Anormal,2014-05-21,MACAÉ,RJ,Sudeste,SIKORSKY AIRCRAFT,S-92A
5873,Acidente,2014-05-21,ITAMARAJU,BA,Nordeste,ROBINSON HELICOPTER,R44
5872,Incidente,2014-05-21,BELO HORIZONTE,MG,Sudeste,AEROSPATIALE AND ALENIA,ATR-42-500
5871,Ocorrência Anormal,2014-05-20,RIO DE JANEIRO,RJ,Sudeste,ROBINSON HELICOPTER,R22
5868,Ocorrência Anormal,2014-04-25,SALVADOR,BA,Nordeste,AIRBUS S.A.S.,A321-231
5866,Ocorrência Anormal,2015-01-25,RIO DE JANEIRO,RJ,Sudeste,CESSNA AIRCRAFT,170A
5865,Incidente,2014-06-11,PARINTINS,AM,Norte,AEROSPATIALE AND ALENIA,ATR-72-212A
5870,Incidente,2014-05-14,ARACAJÚ,SE,Nordeste,EMBRAER,ERJ 190-200 LR
5869,Incidente,2014-05-09,ALTAMIRA,PA,Norte,CESSNA AIRCRAFT,310R
5867,Incidente,2014-04-24,FOZ DO IGUAÇU,PR,Sul,AEROSPATIALE AND ALENIA,ATR-72-212A
5864,Incidente,2014-03-22,BARRA DO PIRAÍ,RJ,Sudeste,LEARJET,35A
5863,Incidente,2015-01-29,BELO HORIZONTE,MG,Sudeste,PIPER AIRCRAFT,PA-31
5862,Incidente,2014-05-22,PALMAS,TO,Norte,BOEING COMPANY,737-8EH
5861,Acidente,2014-05-19,BRASILIA,DF,Centro-Oeste,ROBSON DIAS LIMA,EXCEL CARGO
5860,Acidente,2014-05-19,BRASILIA,DF,Centro-Oeste,FLYER LTDA,RANS S6ESCOIOTE
5859,Incidente,2014-05-18,LONDRINA,PR,Sul,NEIVA,EMB-712
5858,Incidente,2014-05-17,JUNDIAÍ,SP,Sudeste,CESSNA AIRCRAFT,152
5857,Incidente,2014-05-17,SÃO JOSE DO RIO PRETO,SP,Sudeste,AIRBUS S.A.S.,A320-232
5856,Incidente,2014-05-16,TABATINGA,AM,Norte,CESSNA AIRCRAFT,208B
5855,Incidente,2014-05-15,RIO DE JANEIRO,RJ,Sudeste,CIRRUS DESIGN,SR22
5853,Incidente,2014-05-16,SANTAÉM,PA,Norte,EMBRAER,EMB-810C
5852,Incidente,2014-05-14,SÃO PAULO,SP,Sudeste,CESSNA AIRCRAFT,152
5854,Incidente,2014-05-14,FORTALEZA,CE,Nordeste,LEARJET,35A
5851,Incidente,2014-05-13,SANTARÉM,PA,Norte,EMBRAER,EMB-810C
5850,Incidente Grave,2014-05-13,SANTA INÊS,MA,Nordeste,PIPER AIRCRAFT,PA-31T
5850,Incidente Grave,2014-05-13,SANTA INÊS,MA,Nordeste,PIPER AIRCRAFT,PA-31T
5845,Acidente,2014-05-10,CACHOEIRA DO SUL,RS,Sul,CESSNA AIRCRAFT,140A
5844,Incidente,2014-05-09,RIO DE JANEIRO,RJ,Sudeste,CESSNA AIRCRAFT,525
5849,Incidente Grave,2014-05-13,SINOP,MT,Centro-Oeste,CESSNA AIRCRAFT,210N
5849,Incidente Grave,2014-05-13,SINOP,MT,Centro-Oeste,CESSNA AIRCRAFT,210N
5848,Incidente,2014-05-12,RECIFE,PE,Nordeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5847,Incidente,2014-05-10,BARREIRAS,BA,Nordeste,AEROSPATIALE AND ALENIA,ATR-72-212A
5846,Acidente,2014-05-10,FOZ DO IGUAÇU,PR,Sul,CESSNA AIRCRAFT,182Q
1731,Ocorrência Anormal,2011-02-01,,PR,Sul,BOEING COMPANY,737-8EH
5843,Incidente Grave,2014-05-09,CARAZINHO,RS,Sul,NEIVA,EMB-201A
5843,Incidente Grave,2014-05-09,CARAZINHO,RS,Sul,NEIVA,EMB-201A
5842,Incidente Grave,2014-05-09,JATAÍ,GO,Centro-Oeste,BEECH AIRCRAFT,58
5841,Ocorrência Anormal,2014-05-09,BELO HORIZONTE,MG,Sudeste,PILATUS,PC-12/47E
5840,Ocorrência Anormal,2014-05-08,BELÉM,PA,Norte,AEROSPATIALE AND ALENIA,ATR-72-212A
5839,Incidente,2014-05-09,GOIÂNIA,GO,Centro-Oeste,EMBRAER,EMB-810D
1748,Acidente,2011-02-05,,MA,Nordeste,CESSNA AIRCRAFT,A188B
1747,Incidente Grave,2011-02-05,,RJ,Sudeste,SIKORSKY AIRCRAFT,S-76A
1746,Acidente,2011-02-04,,BA,Nordeste,NEIVA,EMB-710C
1745,Ocorrência Anormal,2011-02-04,,RJ,Sudeste,CESSNA AIRCRAFT,170A
1744,Acidente,2011-02-04,,SP,Sudeste,CIRRUS DESIGN,SR22
1743,Incidente,2011-02-04,,SC,Sul,EMBRAER,ERJ 190-100 IGW
1742,Incidente,2011-02-04,,ES,Sudeste,EMBRAER,ERJ 190-200 LR
1741,Ocorrência Anormal,2011-02-04,,PR,Sul,AERO BOERO,AB-115
1740,Incidente,2011-02-03,,MS,Centro-Oeste,AIRBUS S.A.S.,A320-231
1739,Ocorrência Anormal,2011-02-03,,SC,Sul,TWIN COMMANDER,500-S
1738,Incidente,2011-02-03,,PA,Norte,CESSNA AIRCRAFT,P206A
1737,Ocorrência Anormal,2011-02-03,,SC,Sul,MITSUBISHI,MU-2B-36A
1735,Incidente,2011-02-03,,RS,Sul,AERO BOERO,AB-115
1735,Incidente,2011-02-03,,RS,Sul,AERO BOERO,AB-115
1736,Ocorrência Anormal,2011-02-03,,SP,Sudeste,BOEING COMPANY,737-408
1734,Incidente,2011-02-02,,AM,Norte,EMBRAER,EMB-810C
1734,Incidente,2011-02-02,,AM,Norte,EMBRAER,EMB-810C
1733,Incidente,2011-02-02,,CE,Nordeste,FOKKER,F28MK0100
1732,Ocorrência Anormal,2011-02-02,,MG,Sudeste,AERO BOERO,AB-115
1730,Ocorrência Anormal,2011-02-01,,RJ,Sudeste,SIKORSKY AIRCRAFT,S-76C
1729,Acidente,2011-01-30,,PA,Norte,CESSNA AIRCRAFT,182P
1728,Acidente,2011-01-31,,SP,Sudeste,PIPER AIRCRAFT,PA-25-235
1727,Ocorrência Anormal,2011-01-31,,SP,Sudeste,AIRBUS S.A.S.,A320-214
1726,Ocorrência Anormal,2011-01-31,,RS,Sul,AIRBUS S.A.S.,A320-232
1725,Ocorrência Anormal,2011-01-31,,MG,Sudeste,EMBRAER,EMB-500
1724,Ocorrência Anormal,2011-01-31,,RJ,Sudeste,SIKORSKY AIRCRAFT,S-76C
1392,Ocorrência Anormal,2010-11-13,,BA,Nordeste,AIRBUS S.A.S.,A320-232
1391,Ocorrência Anormal,2010-11-13,,RJ,Sudeste,AEROMOT,AMT-600
1390,Acidente,2010-11-13,,SP,Sudeste,,
1389,Ocorrência Anormal,2010-11-12,,SP,Sudeste,HAWKER BEECHCRAFT,390
1388,Ocorrência Anormal,2010-11-11,,SP,Sudeste,AIRBUS S.A.S.,A319-132
1387,Ocorrência Anormal,2010-11-11,,MG,Sudeste,CESSNA AIRCRAFT,525
1386,Ocorrência Anormal,2010-11-10,,RN,Nordeste,EMBRAER,EMB-820C NAVAJO
1385,Incidente,2010-11-10,,AM,Norte,BOEING COMPANY,757-236
1383,Acidente,2010-11-09,,SC,Sul,AEROBRAVO,STOL CH 701
1384,Ocorrência de Solo,2010-11-10,,AM,Norte,MCDONNELL DOUGLAS,DC-8-73F
1382,Acidente,2010-11-09,,BA,Nordeste,CIRRUS DESIGN,SR20
1381,Ocorrência Anormal,2010-11-09,,SP,Sudeste,AIRBUS S.A.S.,A320-214
1380,Ocorrência Anormal,2010-11-09,,PE,Nordeste,AIRBUS S.A.S.,A320-232
1379,Ocorrência Anormal,2010-11-09,,RJ,Sudeste,AIRBUS S.A.S.,A320-232
1378,Ocorrência Anormal,2010-11-09,,BA,Nordeste,AIRBUS S.A.S.,A320-232
1376,Ocorrência Anormal,2010-11-09,,DF,Centro-Oeste,BOEING COMPANY,737-8EH
1375,Acidente,2010-11-08,,MS,Centro-Oeste,,
1377,Ocorrência Anormal,2010-11-09,,RS,Sul,CIRRUS DESIGN,SR22
1374,Incidente,2010-11-08,,RJ,Sudeste,SIKORSKY AIRCRAFT,S-76C
1373,Ocorrência Anormal,2010-11-07,,MG,Sudeste,BEECH AIRCRAFT,F33A
1372,Ocorrência Anormal,2010-11-07,,MG,Sudeste,CESSNA AIRCRAFT,182S
1371,Incidente,2010-11-07,,MA,Nordeste,AIRBUS S.A.S.,A320-214
1370,Acidente,2010-11-05,,SP,Sudeste,CESSNA AIRCRAFT,208B
1370,Acidente,2010-11-05,,SP,Sudeste,CESSNA AIRCRAFT,208B
1060,Ocorrência de Solo,2010-07-23,,ES,Sudeste,BELL HELICOPTER,412
1059,Ocorrência de Solo,2010-07-23,,SP,Sudeste,PIPER AIRCRAFT,PA-46R-350T
1058,Incidente,2010-07-23,,AC,Norte,,
1057,Incidente,2010-07-21,,SC,Sul,SIKORSKY AIRCRAFT,S-76A
1056,Incidente,2010-07-21,,BA,Nordeste,CESSNA AIRCRAFT,150E
1055,Incidente,2010-07-21,,BA,Nordeste,FOKKER,F28MK0100
1054,Incidente,2010-07-21,,PR,Sul,AIRCRAFT INDUSTRIES,L410UVP-E20
1053,Incidente,2010-07-21,,DF,Centro-Oeste,BOEING COMPANY,737-8EH
1052,Ocorrência de Solo,2010-07-21,,RS,Sul,AEROMOT,AMT-200
1051,Ocorrência de Solo,2010-07-21,,RS,Sul,AERO BOERO,AB-115
1050,Acidente,2010-07-20,,TO,Norte,CESSNA AIRCRAFT,172
1049,Ocorrência Anormal,2010-07-20,,MS,Centro-Oeste,AIRBUS S.A.S.,A320-232
1048,Ocorrência Anormal,2010-07-20,,SC,Sul,EMBRAER,ERJ 190-200 IGW
1047,Incidente,2010-07-20,,RJ,Sudeste,BEECH AIRCRAFT,G58
1046,Acidente,2010-07-19,,DF,Centro-Oeste,CIRRUS DESIGN,SR22
1045,Incidente,2010-07-19,,PR,Sul,EMBRAER,ERJ 190-200 IGW
1044,Acidente,2010-07-18,,MT,Centro-Oeste,NEIVA,EMB-711C
1043,Ocorrência Anormal,2010-07-18,,DF,Centro-Oeste,FOKKER,F28MK0100
1042,Incidente,2010-07-16,,PR,Sul,EMBRAER,EMB-820C CARAJA
1041,Ocorrência Anormal,2010-07-16,,SP,Sudeste,AIRBUS S.A.S.,A319-132
2058,Acidente,2011-05-03,,PR,Sul,PIPER AIRCRAFT,PA-36-300
2057,Ocorrência Anormal,2011-05-03,,MT,Centro-Oeste,EMBRAER,EMB-810D
2056,Incidente,2011-05-03,,SP,Sudeste,CESSNA AIRCRAFT,208
2055,Ocorrência Anormal,2011-05-03,,PR,Sul,BEECH AIRCRAFT,F33A
2054,Incidente,2011-05-03,,DF,Centro-Oeste,FOKKER,F28MK0100
2053,Ocorrência Anormal,2011-05-03,,SP,Sudeste,EMBRAER,ERJ 190-100 IGW
2052,Ocorrência Anormal,2011-05-03,,PR,Sul,NEIVA,EMB-711ST
2051,Ocorrência Anormal,2011-05-02,,SP,Sudeste,EMBRAER,EMB-110P1
2050,Acidente,2011-05-02,,SP,Sudeste,HELIBRAS,HB-350B
2049,Ocorrência Anormal,2011-05-02,,MS,Centro-Oeste,FOKKER,F28MK0100
2059,Incidente,2011-05-04,,SP,Sudeste,BELL HELICOPTER,206L-4
2048,Incidente,2011-05-02,,PR,Sul,CIRRUS DESIGN,SR22
2046,Acidente,2011-05-01,,MS,Centro-Oeste,NEIVA,EMB-711ST
1364,Incidente,2010-11-03,,DF,Centro-Oeste,BOEING COMPANY,737-76N
2047,Incidente,2011-05-02,,RJ,Sudeste,PIPER AIRCRAFT,PA-32R-301
2045,Ocorrência Anormal,2011-05-01,,SP,Sudeste,BOEING COMPANY,737-3Y0
2044,Ocorrência Anormal,2011-05-01,,SP,Sudeste,ROBINSON HELICOPTER,R44 II
2043,Ocorrência Anormal,2011-04-30,,PB,Nordeste,EMBRAER,ERJ 190-200 IGW
1723,Incidente,2011-01-31,,RJ,Sudeste,EMBRAER,ERJ 190-200 LR
1722,Ocorrência de Solo,2011-01-31,,BA,Nordeste,,
1355,Incidente,2010-11-01,,RS,Sul,BOEING COMPANY,737-8EH
1349,Ocorrência Anormal,2010-10-30,,PR,Sul,BOEING COMPANY,737-8EH
1348,Incidente,2010-10-30,,SP,Sudeste,BOEING COMPANY,737-8EH
2042,Incidente,2011-04-30,,SE,Nordeste,AEROSPATIALE AND ALENIA,ATR-72-212A
1721,Acidente,2011-01-30,,RJ,Sudeste,BEECH AIRCRAFT,C90
1720,Ocorrência Anormal,2011-01-30,,AP,Norte,AIRBUS S.A.S.,A320-232
1719,Incidente,2011-01-30,,CE,Nordeste,AIRBUS S.A.S.,A321-231
1718,Incidente,2011-01-30,,RJ,Sudeste,CESSNA AIRCRAFT,170A
1717,Ocorrência Anormal,2011-01-30,,MA,Nordeste,BOEING COMPANY,737-76N
1716,Ocorrência Anormal,2011-01-30,,SP,Sudeste,BOEING COMPANY,737-75B
1715,Incidente,2011-01-29,,MS,Centro-Oeste,AIRBUS S.A.S.,A319-132
1714,Ocorrência Anormal,2011-01-29,,SP,Sudeste,EMBRAER,ERJ 190-200 IGW
1713,Ocorrência Anormal,2011-01-29,,SC,Sul,EMBRAER,ERJ 190-200 LR
1712,Incidente,2011-01-29,,BA,Nordeste,BOEING COMPANY,727-227
1711,Acidente,2011-01-29,,SP,Sudeste,NEIVA,56-C-1
1710,Ocorrência Anormal,2011-01-28,,PR,Sul,BEECH AIRCRAFT,95-B55
1709,Ocorrência Anormal,2011-01-28,,MS,Centro-Oeste,BOEING COMPANY,737-8EH
1708,Ocorrência Anormal,2011-01-28,,PR,Sul,AIRBUS S.A.S.,A320-232
1707,Ocorrência Anormal,2011-01-28,,RJ,Sudeste,BOEING COMPANY,737-76N
1706,Ocorrência Anormal,2011-01-28,,DF,Centro-Oeste,BOEING COMPANY,737-75B
1705,Acidente,2011-01-28,,PR,Sul,BEECH AIRCRAFT,58
